term,freq,parts
비유동미지급비용,78,유동 지급 비용
신규리스계약,78,신규 리스 계약
주택자금,78,주택 자금
할부금융채권,78,할부 금융 채권
대손충당금적립률,78,대손 충당금 적립
사용권자산취득,78,사용 자산 취득
기타채무미할인현금흐름,78,기타 채무 할인 현금 흐름
이종민,78,이종
보통주순이익,78,보통주 순이익
미지급비용등,78,지급 비용
출자약정금액,78,출자 약정 금액
부채총계A,78,부채 총계
외상매출채권담보대출한도,78,외상 매출 채권 담보 대출 한도
기타포괄손익합계,78,기타 포괄 손익 합계
비유동투자자산,78,유동 투자 자산
가파생상품계약현황,78,파생 상품 계약 현황
경험적조정,78,경험 조정
보증제공자,78,보증 제공자
유동성대체등,78,유동 대체
감가상각및손상차손누계액,78,감가상각 손상 누계
잡손실등,78,손실
이연최초거래일손익조정액,78,이연 최초 거래일 손익 조정
미지급부가세,78,지급 부가세
라이즈실버,78,이즈 실버
기중평잔,78,기중 평잔
삼성생명공익재단,78,삼성생명 공익 재단
기초자본변경후,78,기초 자본 변경
외화대출채권,78,외화 대출 채권
성과연동형주식보상,78,성과 연동 주식 보상
에스타이거오일주,78,에스 타이거 오일
전환기간,78,전환 기간
권대열,78,대열
윤영진,78,윤영
서울아레나,78,서울 아레나
미행사기초수량,78,미행 기초 수량
EC155B1부가형식증명서,78,EC 부가 형식 증명서
배출권매도,78,배출 매도
ITO부문,78,ITO 부문
비유동금융기관차입금사채제외,77,유동 금융 기관 차입금 사채 제외
한국방위산업진흥회,77,한국 방위 산업 진흥회
탄소배출권,77,탄소 배출
상해국제선박대리유한공사,77,상해 국제 선박 대리 유한 공사
운용리스자산감가상각비,77,운용 리스 자산 감가상각비
전산업무비,77,전산 업무
기타종속회사,77,기타 종속 회사
입찰보증,77,입찰 보증
현금및현금성자산2,77,현금 자산
연구개발,77,연구 개발
펜처케이콘텐츠투자조합,77,펜처케이 콘텐츠 투자 조합
전장부품사업부,77,전장 부품 사업부
유통주식수,77,유통 주식
주식보상비용환입,77,주식 보상 비용
장용호,77,장용
해외투자적립금,77,해외 투자 적립금
기초유통보통주,77,기초 유통 보통주
제131회무보증사채,77,보증 사채
회계처리금액계,77,회계 처리 금액
사모투자신탁,77,사모 투자 신탁
IV자본조정,77,IV 자본 조정
김명애,77,
전환상환우선주,77,전환 상환 우선주
제각등,77,제각
상각후원가금융부채,77,상각 원가 금융 부채
신용손실충당금전입환입,77,신용 손실 충당금 전입
무수익여신,77,수익 여신
무수익여신비율,77,수익 여신 비율
기초차입금,77,기초 차입금
도원동산개발,77,도원동 개발
연구개발비비용,76,연구 개발비 비용
기타특수관계자2,76,기타 특수 관계자
공동기업및관계기업투자평가,76,공동 기업 관계 투자 평가
기초주식,76,기초 주식
공사명,76,공사
유형자산감가상각비판관비,76,유형 자산 감가상각비 판관
영업현금흐름,76,영업 현금 흐름
도서비,76,도서
비현금흐름기타,76,현금 흐름 기타
파생상품평가손익세후금액,76,파생 상품 평가 손익 세후 금액
무보증사채,76,보증 사채
재무상태표상순확정급여자산,76,재무상태표 확정 급여 자산
이율보증형보험,76,이율 보증 보험
변상봉,76,상봉
매입등특수관계자거래,76,매입 특수 관계자 거래
외국납부세액,76,외국 납부 세액
RP매수,76,RP 매수
일임계약건수,76,일임 계약 건수
일임계약자산총액평가금액,76,일임 계약 자산 총액 평가 금액
일임수수료,76,일임 수수료
콜론CallLoan,76,콜론 CallLoan
환매조건부채권매수RP,76,환매 조건부 채권 매수 RP
기업어음증권CP,76,기업 어음 증권 CP
투자신탁수익증권,76,투자 신탁 수익 증권
인수수수료,76,인수 수수료
유동성비율,76,유동 비율
기타지분증권,76,기타 지분 증권
외환수입수수료,76,외환 수입 수수료
비파생상품합계,76,파생 상품 합계
차감현금및현금성자산B,76,차감 현금 자산
자본총계E,76,자본 총계
부채비율DE,76,부채 비율 DE
비유동성파생상품금융자산,76,유동 파생 상품 금융 자산
수행의무,76,수행 의무
부가가치세예수금,76,부가 가치세 예수금
종속기업관계기업및공동기업,76,종속 기업 관계 공동
우리은행등,76,우리은행
HSBC은행,76,HSBC 은행
기대존속기간,76,기대 존속 기간
유동파생금융부채,76,유동 파생 금융 부채
수급상황분석,76,수급 상황 분석
가격및수급전망,76,가격 수급 전망
유동반제품,76,동반 제품
기타장기종업원급여판관비,76,기타 장기 종업원 급여 판관
대손금,76,대손
국공채및지방채,76,국공채 지방채
조정및제거,76,조정 제거
매출계상액,76,매출 계상
한국투자항공기펀드6호,76,한국 투자 항공기 펀드
변동지수선물,76,변동 지수 선물
가이자율,76,이자
라신용,76,신용
전반기말,76,전반기
미사용한도충당부채,76,사용 한도 충당 부채
기타도입효과,76,기타 도입 효과
위험회피목적파생금융자산,76,위험 회피 목적 파생 금융 자산
만기보유금융자산채무증권,76,만기 보유 금융 자산 채무 증권
예상보험서비스비용,76,예상 보험 서비스 비용
손실계약집합외,76,손실 계약 집합
보험계약부채자산금융비용,76,보험 계약 부채 자산 금융 비용
재보험계약불이행위험변동효과,76,보험 계약 이행 위험 변동 효과
재보험계약자산부채금융수익,76,보험 계약 자산 부채 금융 수익
II가중평균자기주식수,76,II 가중 평균 자기 주식
자금대여거래,76,자금 대여 거래
신한알바트로스기술투자펀드,76,신한알바트로스 기술 투자 펀드
마에스트로익산주,76,마에스트로 익산
기말차입금,76,기말 차입금
주주배정유상증자,76,주주 배정 유상 증자
강호중,76,강호
카카오스페이스,76,카카오 스페이스
외화금액합계,76,외화 금액 합계
장기성매출채권및기타채권,76,장기 매출 채권 기타
지역별구분,76,지역 구분
더테이스터블주식회사,76,더테이스터블 주식회사
산업용장비,76,산업 장비
성남중1구역도시환경정비사업,76,성남 구역 도시 환경 정비 사업
금호건설주,75,금호 건설
시장변수하락시자본감소,75,시장 변수 하락 자본 감소
KEB하나은행뉴욕지점,75,KEB 하나은행뉴욕지점
에이치디현대중공업주식회사,75,에이치디 현대중공업 주식회사
현금및현금성자산1,75,현금 자산
비현금변동,75,현금 변동
주요경력,75,주요 경력
자본조달비율CF,75,자본 조달 비율 CF
매도상환금액,75,매도 상환 금액
본엔젤스페이스메이커펀드,75,엔젤 스페이스 메이커 펀드
현금및현금성자산현금시재제외,75,현금 자산 시재 제외
베이직케미컬부문,75,베이직 케미컬 부문
우발손실충당부채,75,우발 손실 충당 부채
미국공장,75,미국 공장
슬로박공장,75,슬로박 공장
멕시코공장,75,멕시코 공장
인도공장,75,인도 공장
기아타이거즈,75,기아 타이거즈
대우송도호텔주,75,대우송도호텔
하남마블링시티개발주,75,하남마블링시티개발
두산기술원수지,75,두산 기술원 수지
세전이익,75,세전 이익
현금및예치금주1,75,현금 예치
케이이이제일차주식회사,75,케이이이제일차 주식회사
투자부동산처분이익조정,75,투자 부동산 처분 이익 조정
자산별,75,자산
대손전영업이익,75,대손 영업 이익
대손후영업이익,75,대손 영업 이익
전사간접경비,75,전사 간접 경비
유형및무형자산등,75,유형 무형 자산
신한엔베스터유동화전문펀드,75,신한엔베스터 유동 전문 펀드
김순주,75,김순
공동기업및관계기업투자자산,75,공동 기업 관계 투자 자산
오케이미트주식회사,75,오케이미트 주식회사
유이미테이션문화산업전문회사,75,이미테이션 문화 산업 전문 회사
유소녀리버스문화산업전문회사,75,소녀 리버스 문화 산업 전문 회사
하나UBS자산운용,75,하나 UBS 자산 운용
세전부문이익,75,세전 부문 이익
항공엔진부문,75,항공 엔진 부문
만기구분,75,만기 구분
부평산곡도시환경정비사업,75,부평 산곡 도시 환경 정비 사업
이익잉여금처분예정일,74,이익 잉여금 처분 예정일
단기차입금미할인현금흐름,74,단기 차입금 할인 현금 흐름
비유동사채,74,유동 사채
파생상품평가손익법인세효과,74,파생 상품 평가 손익 법인세 효과
장기금융상품처분손실,74,장기 금융 상품 처분 손실
신용카드자산,74,신용 카드 자산
투자영업수익,74,투자 영업 수익
정기예치금,74,정기 예치금
기초보험계약마진,74,기초 보험 계약 마진
누적지급보험금,74,누적 지급 보험금
부채총계D,74,부채 총계
세액공제이월액,74,세액 공제 이월
신규거래,74,신규 거래
온라인광고시장,74,온라인 광고 시장
유동투자자산,74,유동 투자 자산
미완성건물,74,완성 건물
오씨아이주식회사주1,74,아이 주식회사
감자차손,74,감자
서진석,74,서진
희석주당순이익원,74,희석 순이익
체결기관,74,체결 기관
현금흐름위험회피목적,74,현금 흐름 위험 회피 목적
1년이상2년미만,74,이상 미만
하자보수충당부채환입액,74,하자 보수 충당 부채
허정우,74,허정
투자자예수금,74,투자자 예수금
위험회피수단명목금액,74,위험 회피 수단 명목 금액
예상평균연간법인세율,74,예상 평균 연간 법인세
기타매출액,74,기타 매출액
사채할증발행차금,74,사채 할증 발행 차금
사회공헌기금,74,사회 공헌 기금
주레디엔터테인먼트,74,레디 엔터테인먼트
공사수익,74,공사 수익
카카오헬스케어,74,카카오 헬스케어
리스선박항공기,74,리스 선박 항공기
리스차량운반구,74,리스 차량 운반
리스토지,74,리스 토지
GSM자금,73,GSM 자금
조직명,73,조직
파생상품손익,73,파생상품 손익
이익잉여금처분확정일,73,이익 잉여금 처분 확정
원가접근법,73,원가 접근법
비유동미지급금,73,유동 지급금
계약만기일,73,계약 만기일
신입전입효과,73,신입 전입 효과
국민주택채권,73,국민 주택 채권
구조화금융,73,구조 금융
기타가격위험,73,기타 가격 위험
유동상각후원가측정금융자산,73,유동 상각 원가 측정 금융 자산
엘아이지풍산프로테크주,73,엘아이지풍산프로테크
개발비대체,73,개발비 대체
법인세추납액환급액,73,법인세 환급액
서울중앙지방법원,73,서울 중앙 지방 법원
비유동파생금융부채,73,유동 파생 금융 부채
현대스틸파이프,73,현대 스틸 파이프
연결기타자본항목,73,연결 기타 자본 항목
주식할인발행차금,73,주식 할인 발행 차금
한국인프라관리주,73,한국 인프라 관리
풍무역세권개발자산관리주,73,역세권 개발 자산 관리
한강에코테크개발,73,한강 에코 테크 개발
그리니치제사차,73,그리니치 제사
SREK2EPCGPInc,73,SREK EPCGPInc
SRENK1EPCGPInc,73,SRENK EPCGPInc
통화선도거래이익,73,통화 선도 거래 이익
발행어음예수부채,73,발행 어음 예수 부채
어음관리계좌수탁금,73,어음 관리 계좌 수탁
외화대출약정,73,외화 대출 약정
손해배상책임준비금,73,손해 배상 책임 준비금
에스타이거엘이씨주,73,에스타이거엘이씨
